 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.38922723e-09 
 5.00000000e-14  0.00000000e+00  5.00000000e-14  1.80000000e+00  5.00000000e-14  2.38922723e-09 
 1.00000000e-13  0.00000000e+00  1.00000000e-13  1.80000000e+00  1.00000000e-13  2.38922723e-09 
 2.00000000e-13  0.00000000e+00  2.00000000e-13  1.80000000e+00  2.00000000e-13  2.38922723e-09 
 4.00000000e-13  0.00000000e+00  4.00000000e-13  1.80000000e+00  4.00000000e-13  2.38922723e-09 
 8.00000000e-13  0.00000000e+00  8.00000000e-13  1.80000000e+00  8.00000000e-13  2.38922723e-09 
 1.60000000e-12  0.00000000e+00  1.60000000e-12  1.80000000e+00  1.60000000e-12  2.38922723e-09 
 3.20000000e-12  0.00000000e+00  3.20000000e-12  1.80000000e+00  3.20000000e-12  2.38922723e-09 
 6.40000000e-12  0.00000000e+00  6.40000000e-12  1.80000000e+00  6.40000000e-12  2.38922723e-09 
 1.14000000e-11  0.00000000e+00  1.14000000e-11  1.80000000e+00  1.14000000e-11  2.38922723e-09 
 1.64000000e-11  0.00000000e+00  1.64000000e-11  1.80000000e+00  1.64000000e-11  2.38922723e-09 
 2.14000000e-11  0.00000000e+00  2.14000000e-11  1.80000000e+00  2.14000000e-11  2.38922723e-09 
 2.64000000e-11  0.00000000e+00  2.64000000e-11  1.80000000e+00  2.64000000e-11  2.38922723e-09 
 3.14000000e-11  0.00000000e+00  3.14000000e-11  1.80000000e+00  3.14000000e-11  2.38922723e-09 
 3.64000000e-11  0.00000000e+00  3.64000000e-11  1.80000000e+00  3.64000000e-11  2.38922723e-09 
 4.14000000e-11  0.00000000e+00  4.14000000e-11  1.80000000e+00  4.14000000e-11  2.38922723e-09 
 4.64000000e-11  0.00000000e+00  4.64000000e-11  1.80000000e+00  4.64000000e-11  2.38922723e-09 
 5.14000000e-11  0.00000000e+00  5.14000000e-11  1.80000000e+00  5.14000000e-11  2.38922723e-09 
